,account_id,district_id,frequency,date
640,563,53,POPLATEK MESICNE,930727
641,2732,5,POPLATEK MESICNE,930727
642,1297,70,POPLATEK MESICNE,930727
643,7485,39,POPLATEK MESICNE,930728
644,2088,4,POPLATEK MESICNE,930728
645,225,1,POPLATEK MESICNE,930728
646,1630,72,POPLATEK MESICNE,930728
647,403,1,POPLATEK MESICNE,930729
648,445,63,POPLATEK TYDNE,930729
649,186,1,POPLATEK TYDNE,930729
650,3720,36,POPLATEK MESICNE,930730
651,574,70,POPLATEK MESICNE,930730
652,1429,57,POPLATEK MESICNE,930730
653,3580,43,POPLATEK MESICNE,930801
654,7819,38,POPLATEK MESICNE,930801
655,759,23,POPLATEK MESICNE,930801
656,6363,74,POPLATEK MESICNE,930801
657,3738,51,POPLATEK MESICNE,930801
658,4000,7,POPLATEK MESICNE,930802
659,9041,1,POPLATEK MESICNE,930803
660,2620,22,POPLATEK MESICNE,930803
661,3609,28,POPLATEK MESICNE,930803
662,1382,48,POPLATEK MESICNE,930803
663,930,41,POPLATEK MESICNE,930803
664,1925,12,POPLATEK MESICNE,930803
665,1834,62,POPLATEK MESICNE,930803
666,1507,35,POPLATEK MESICNE,930803
667,7857,75,POPLATEK MESICNE,930804
668,6636,72,POPLATEK TYDNE,930804
669,601,29,POPLATEK MESICNE,930804
670,3298,29,POPLATEK MESICNE,930804
671,2938,1,POPLATEK MESICNE,930804
672,2199,1,POPLATEK MESICNE,930804
673,3745,5,POPLATEK MESICNE,930804
674,3699,50,POPLATEK MESICNE,930805
675,816,52,POPLATEK MESICNE,930805
676,3656,53,POPLATEK MESICNE,930806
677,2038,42,POPLATEK MESICNE,930806
678,2542,21,POPLATEK MESICNE,930807
679,1136,12,POPLATEK MESICNE,930807
680,1589,37,POPLATEK MESICNE,930807
681,3136,69,POPLATEK MESICNE,930807
682,3547,54,POPLATEK MESICNE,930807
683,26,52,POPLATEK MESICNE,930808
684,657,47,POPLATEK MESICNE,930808
685,3538,58,POPLATEK MESICNE,930808
686,2167,16,POPLATEK MESICNE,930808
687,3127,66,POPLATEK MESICNE,930808
688,47,45,POPLATEK MESICNE,930808
689,3850,8,POPLATEK MESICNE,930809
690,5366,70,POPLATEK MESICNE,930809
691,747,39,POPLATEK MESICNE,930809
692,3166,71,POPLATEK MESICNE,930810
693,11021,1,POPLATEK MESICNE,930810
694,1701,1,POPLATEK MESICNE,930810
695,3613,43,POPLATEK MESICNE,930810
696,3600,27,POPLATEK MESICNE,930810
697,3792,10,POPLATEK MESICNE,930811
698,523,1,POPLATEK MESICNE,930811
699,3808,38,POPLATEK MESICNE,930811
700,1401,1,POPLATEK MESICNE,930812
701,541,61,POPLATEK MESICNE,930812
702,1023,21,POPLATEK MESICNE,930813
703,3683,33,POPLATEK MESICNE,930813
704,3220,29,POPLATEK MESICNE,930814
705,1779,33,POPLATEK MESICNE,930815
706,1912,64,POPLATEK MESICNE,930815
707,238,6,POPLATEK MESICNE,930815
708,3113,67,POPLATEK MESICNE,930816
709,5481,52,POPLATEK MESICNE,930816
710,3035,15,POPLATEK TYDNE,930816
711,942,9,POPLATEK MESICNE,930816
712,3221,5,POPLATEK MESICNE,930817
713,2616,1,POPLATEK MESICNE,930817
714,2137,4,POPLATEK PO OBRATU,930817
715,978,73,POPLATEK MESICNE,930818
716,2771,37,POPLATEK MESICNE,930818
717,3891,1,POPLATEK MESICNE,930818
718,9236,11,POPLATEK MESICNE,930818
719,274,76,POPLATEK MESICNE,930820
720,552,14,POPLATEK MESICNE,930820
721,2417,44,POPLATEK MESICNE,930820
722,3868,43,POPLATEK MESICNE,930821
723,9869,12,POPLATEK MESICNE,930821
724,1875,44,POPLATEK MESICNE,930821
725,8212,52,POPLATEK PO OBRATU,930821
726,3477,71,POPLATEK MESICNE,930822
727,1513,30,POPLATEK MESICNE,930823
728,3053,11,POPLATEK MESICNE,930823
729,1057,13,POPLATEK MESICNE,930823
730,6030,47,POPLATEK MESICNE,930824
731,3407,28,POPLATEK MESICNE,930824
732,1761,24,POPLATEK MESICNE,930824
733,3306,75,POPLATEK MESICNE,930824
734,162,60,POPLATEK MESICNE,930825
735,5011,31,POPLATEK MESICNE,930825
736,965,20,POPLATEK MESICNE,930825
737,1305,57,POPLATEK MESICNE,930825
738,815,56,POPLATEK MESICNE,930825
739,1449,35,POPLATEK MESICNE,930826
740,950,49,POPLATEK MESICNE,930826
741,3361,45,POPLATEK MESICNE,930826
742,3837,48,POPLATEK PO OBRATU,930826
743,33,22,POPLATEK MESICNE,930826
744,2894,17,POPLATEK MESICNE,930828
745,2510,61,POPLATEK MESICNE,930828
746,389,30,POPLATEK MESICNE,930828
747,6051,56,POPLATEK MESICNE,930828
748,730,4,POPLATEK MESICNE,930828
749,1694,6,POPLATEK TYDNE,930829
750,721,76,POPLATEK MESICNE,930829
751,1106,20,POPLATEK TYDNE,930829
752,3319,56,POPLATEK MESICNE,930829
753,10451,1,POPLATEK MESICNE,930829
754,172,13,POPLATEK MESICNE,930830
755,3920,74,POPLATEK MESICNE,930901
756,3011,64,POPLATEK MESICNE,930901
757,1337,23,POPLATEK MESICNE,930901
758,2592,69,POPLATEK MESICNE,930901
759,146,4,POPLATEK MESICNE,930902
760,2576,1,POPLATEK MESICNE,930902
761,3195,40,POPLATEK MESICNE,930902
762,8073,24,POPLATEK PO OBRATU,930903
763,4463,67,POPLATEK MESICNE,930903
764,2082,36,POPLATEK MESICNE,930903
765,2020,13,POPLATEK MESICNE,930904
766,160,23,POPLATEK MESICNE,930904
767,7607,1,POPLATEK MESICNE,930905
768,117,31,POPLATEK MESICNE,930905
769,3509,2,POPLATEK MESICNE,930905
770,151,76,POPLATEK MESICNE,930906
771,1719,1,POPLATEK MESICNE,930906
772,3456,32,POPLATEK MESICNE,930906
773,2951,44,POPLATEK MESICNE,930906
774,7190,49,POPLATEK MESICNE,930906
775,1827,10,POPLATEK MESICNE,930906
776,1689,55,POPLATEK MESICNE,930907
777,1197,68,POPLATEK MESICNE,930907
778,5952,50,POPLATEK MESICNE,930907
779,6930,41,POPLATEK MESICNE,930908
780,1107,42,POPLATEK MESICNE,930908
781,8475,4,POPLATEK MESICNE,930908
782,3575,7,POPLATEK MESICNE,930908
783,2691,69,POPLATEK MESICNE,930908
784,3323,13,POPLATEK MESICNE,930908
785,2428,72,POPLATEK MESICNE,930908
786,2649,2,POPLATEK MESICNE,930908
787,2907,70,POPLATEK MESICNE,930909
788,1091,16,POPLATEK MESICNE,930909
789,1487,66,POPLATEK MESICNE,930910
790,3157,77,POPLATEK MESICNE,930910
791,4414,24,POPLATEK MESICNE,930910
792,2302,24,POPLATEK MESICNE,930910
793,1410,74,POPLATEK MESICNE,930911
794,1146,67,POPLATEK MESICNE,930912
795,8564,68,POPLATEK MESICNE,930912
796,750,73,POPLATEK MESICNE,930912
797,2150,37,POPLATEK MESICNE,930912
798,10940,50,POPLATEK MESICNE,930913
799,9337,30,POPLATEK MESICNE,930913
800,861,22,POPLATEK MESICNE,930913
801,10440,72,POPLATEK MESICNE,930913
802,10036,1,POPLATEK MESICNE,930913
803,1234,6,POPLATEK MESICNE,930913
804,7774,74,POPLATEK PO OBRATU,930914
805,1547,72,POPLATEK MESICNE,930914
806,1079,74,POPLATEK MESICNE,930914
807,3863,15,POPLATEK MESICNE,930914
808,3480,58,POPLATEK MESICNE,930914
809,2671,1,POPLATEK MESICNE,930915
810,1705,70,POPLATEK MESICNE,930915
811,3028,27,POPLATEK MESICNE,930915
812,3310,25,POPLATEK MESICNE,930915
813,6715,48,POPLATEK TYDNE,930915
814,3255,1,POPLATEK MESICNE,930915
815,3751,9,POPLATEK MESICNE,930915
816,2987,18,POPLATEK MESICNE,930916
817,857,77,POPLATEK MESICNE,930916
818,3042,10,POPLATEK MESICNE,930916
819,2695,16,POPLATEK MESICNE,930916
820,2849,1,POPLATEK MESICNE,930916
821,2802,1,POPLATEK MESICNE,930916
822,34,67,POPLATEK TYDNE,930917
823,7133,1,POPLATEK MESICNE,930917
824,699,1,POPLATEK MESICNE,930917
825,2282,29,POPLATEK TYDNE,930917
826,8489,19,POPLATEK MESICNE,930918
827,837,46,POPLATEK MESICNE,930918
828,8759,1,POPLATEK MESICNE,930918
829,1602,33,POPLATEK MESICNE,930919
830,2958,48,POPLATEK MESICNE,930919
831,3408,62,POPLATEK MESICNE,930919
832,153,77,POPLATEK MESICNE,930919
833,3268,21,POPLATEK MESICNE,930920
834,854,62,POPLATEK MESICNE,930921
835,1831,1,POPLATEK MESICNE,930921
836,39,36,POPLATEK MESICNE,930922
837,1811,40,POPLATEK MESICNE,930922
838,3822,8,POPLATEK MESICNE,930922
839,1404,7,POPLATEK TYDNE,930922
840,517,76,POPLATEK MESICNE,930922
841,1440,55,POPLATEK MESICNE,930922
842,3505,46,POPLATEK MESICNE,930923
843,1804,20,POPLATEK TYDNE,930923
844,2617,1,POPLATEK MESICNE,930924
845,467,74,POPLATEK MESICNE,930924
846,4437,40,POPLATEK MESICNE,930924
847,1453,61,POPLATEK TYDNE,930925
848,3977,7,POPLATEK MESICNE,930925
849,8982,64,POPLATEK MESICNE,930925
850,27,73,POPLATEK MESICNE,930926
851,4511,33,POPLATEK MESICNE,930926
852,1052,61,POPLATEK MESICNE,930927
853,10227,62,POPLATEK PO OBRATU,930927
854,3171,61,POPLATEK MESICNE,930928
855,228,5,POPLATEK MESICNE,930928
856,3618,29,POPLATEK MESICNE,930929
857,1016,40,POPLATEK MESICNE,930929
858,15,70,POPLATEK MESICNE,931002
859,3237,20,POPLATEK MESICNE,931002
860,1485,36,POPLATEK MESICNE,931003
861,7769,23,POPLATEK MESICNE,931003
862,2613,26,POPLATEK MESICNE,931003
863,2201,8,POPLATEK MESICNE,931005
864,1896,74,POPLATEK MESICNE,931005
865,5387,1,POPLATEK MESICNE,931005
866,3535,1,POPLATEK MESICNE,931005
867,1120,1,POPLATEK MESICNE,931005
868,235,41,POPLATEK MESICNE,931006
869,3701,76,POPLATEK MESICNE,931006
870,1516,67,POPLATEK MESICNE,931008
871,4543,33,POPLATEK MESICNE,931008
872,2427,70,POPLATEK TYDNE,931008
873,1981,64,POPLATEK MESICNE,931008
874,8566,74,POPLATEK MESICNE,931008
875,678,17,POPLATEK MESICNE,931008
876,4659,56,POPLATEK MESICNE,931008
877,4059,34,POPLATEK MESICNE,931008
878,4013,73,POPLATEK PO OBRATU,931008
879,7011,75,POPLATEK MESICNE,931008
880,2132,76,POPLATEK MESICNE,931008
881,1816,44,POPLATEK MESICNE,931008
882,2623,58,POPLATEK MESICNE,931009
883,2793,47,POPLATEK MESICNE,931009
884,2479,18,POPLATEK MESICNE,931009
885,11135,75,POPLATEK MESICNE,931010
886,8041,1,POPLATEK MESICNE,931010
887,492,5,POPLATEK MESICNE,931010
888,799,56,POPLATEK MESICNE,931010
889,3972,51,POPLATEK MESICNE,931011
890,1468,54,POPLATEK MESICNE,931011
891,624,70,POPLATEK MESICNE,931011
892,3483,40,POPLATEK MESICNE,931012
893,4260,56,POPLATEK MESICNE,931014
894,616,43,POPLATEK MESICNE,931014
895,931,59,POPLATEK MESICNE,931015
896,102,11,POPLATEK MESICNE,931016
897,540,75,POPLATEK MESICNE,931016
898,2660,1,POPLATEK TYDNE,931017
899,4287,1,POPLATEK MESICNE,931017
900,3551,6,POPLATEK MESICNE,931017
901,2072,41,POPLATEK MESICNE,931017
902,4119,77,POPLATEK MESICNE,931018
903,1345,28,POPLATEK MESICNE,931019
904,1565,36,POPLATEK MESICNE,931020
905,2824,11,POPLATEK MESICNE,931020
906,2052,61,POPLATEK MESICNE,931020
907,1767,21,POPLATEK MESICNE,931020
908,2140,75,POPLATEK MESICNE,931021
909,1051,35,POPLATEK MESICNE,931021
910,3927,56,POPLATEK MESICNE,931022
911,2050,1,POPLATEK MESICNE,931022
912,2276,31,POPLATEK MESICNE,931022
913,126,5,POPLATEK MESICNE,931023
914,2859,11,POPLATEK MESICNE,931023
915,2667,23,POPLATEK MESICNE,931023
916,1789,46,POPLATEK MESICNE,931023
917,838,47,POPLATEK MESICNE,931023
918,3264,70,POPLATEK MESICNE,931023
919,198,70,POPLATEK MESICNE,931025
920,2345,5,POPLATEK MESICNE,931025
921,5256,72,POPLATEK PO OBRATU,931025
922,40,64,POPLATEK MESICNE,931025
923,419,13,POPLATEK MESICNE,931025
924,3892,43,POPLATEK MESICNE,931025
925,1217,69,POPLATEK MESICNE,931025
926,397,11,POPLATEK MESICNE,931026
927,3146,68,POPLATEK MESICNE,931026
928,287,16,POPLATEK MESICNE,931027
929,2180,45,POPLATEK MESICNE,931027
930,354,59,POPLATEK MESICNE,931028
931,259,2,POPLATEK MESICNE,931028
932,1666,67,POPLATEK MESICNE,931030
933,1495,36,POPLATEK MESICNE,931101
934,2582,28,POPLATEK MESICNE,931101
935,4470,16,POPLATEK MESICNE,931101
936,1381,57,POPLATEK MESICNE,931101
937,2435,38,POPLATEK MESICNE,931101
938,542,1,POPLATEK MESICNE,931101
939,1123,13,POPLATEK MESICNE,931101
940,3225,1,POPLATEK MESICNE,931101
941,1133,1,POPLATEK MESICNE,931101
942,3086,1,POPLATEK MESICNE,931102
943,2250,35,POPLATEK MESICNE,931102
944,340,1,POPLATEK MESICNE,931103
945,4079,52,POPLATEK MESICNE,931103
946,841,1,POPLATEK MESICNE,931104
947,2269,6,POPLATEK MESICNE,931104
948,2867,30,POPLATEK MESICNE,931104
949,3371,68,POPLATEK MESICNE,931104
950,520,60,POPLATEK MESICNE,931104
951,743,10,POPLATEK MESICNE,931105
952,3640,10,POPLATEK MESICNE,931105
953,3354,63,POPLATEK MESICNE,931105
954,107,64,POPLATEK MESICNE,931105
955,243,55,POPLATEK TYDNE,931106
956,3687,71,POPLATEK MESICNE,931106
957,1984,73,POPLATEK MESICNE,931107
958,4173,1,POPLATEK MESICNE,931108
959,2700,74,POPLATEK MESICNE,931108
960,2318,73,POPLATEK MESICNE,931108
961,7965,55,POPLATEK MESICNE,931108
962,3352,42,POPLATEK MESICNE,931108
963,4255,70,POPLATEK TYDNE,931108
964,73,72,POPLATEK MESICNE,931108
965,3948,1,POPLATEK MESICNE,931109
966,648,13,POPLATEK MESICNE,931109
967,3688,70,POPLATEK MESICNE,931110
968,462,29,POPLATEK MESICNE,931110
969,3243,1,POPLATEK MESICNE,931110
970,8625,64,POPLATEK MESICNE,931110
971,321,47,POPLATEK MESICNE,931111
972,3548,23,POPLATEK MESICNE,931111
973,5984,11,POPLATEK MESICNE,931111
974,3091,3,POPLATEK MESICNE,931111
975,626,72,POPLATEK MESICNE,931111
976,998,47,POPLATEK MESICNE,931111
977,3326,5,POPLATEK MESICNE,931111
978,2457,76,POPLATEK MESICNE,931111
979,2549,74,POPLATEK MESICNE,931112
980,1947,35,POPLATEK MESICNE,931112
981,2738,41,POPLATEK MESICNE,931112
982,1809,1,POPLATEK TYDNE,931112
983,519,24,POPLATEK MESICNE,931112
984,2665,61,POPLATEK MESICNE,931113
985,1114,6,POPLATEK TYDNE,931113
986,8957,1,POPLATEK MESICNE,931113
987,2271,68,POPLATEK MESICNE,931113
988,196,4,POPLATEK MESICNE,931114
989,3218,41,POPLATEK MESICNE,931114
990,3660,74,POPLATEK MESICNE,931114
991,787,10,POPLATEK MESICNE,931114
992,3820,1,POPLATEK MESICNE,931114
993,10906,76,POPLATEK MESICNE,931114
994,914,73,POPLATEK MESICNE,931114
995,9656,61,POPLATEK MESICNE,931114
996,1941,60,POPLATEK MESICNE,931115
997,3617,22,POPLATEK MESICNE,931115
998,3370,49,POPLATEK MESICNE,931115
999,1664,56,POPLATEK MESICNE,931115
1000,4337,29,POPLATEK MESICNE,931116
1001,2557,40,POPLATEK MESICNE,931117
1002,1527,31,POPLATEK PO OBRATU,931117
1003,3938,57,POPLATEK MESICNE,931117
1004,1686,11,POPLATEK MESICNE,931118
1005,10670,60,POPLATEK MESICNE,931118
1006,3309,66,POPLATEK MESICNE,931120
1007,3107,5,POPLATEK MESICNE,931120
1008,8377,29,POPLATEK MESICNE,931120
1009,345,5,POPLATEK MESICNE,931120
1010,498,1,POPLATEK MESICNE,931121
1011,3571,39,POPLATEK MESICNE,931121
1012,5991,1,POPLATEK MESICNE,931121
1013,1128,74,POPLATEK MESICNE,931121
1014,10439,66,POPLATEK MESICNE,931121
1015,1302,55,POPLATEK MESICNE,931121
1016,10788,67,POPLATEK TYDNE,931122
1017,4343,31,POPLATEK MESICNE,931122
1018,2460,1,POPLATEK MESICNE,931122
1019,1931,20,POPLATEK MESICNE,931123
1020,2972,12,POPLATEK MESICNE,931123
1021,1286,66,POPLATEK PO OBRATU,931123
1022,1235,76,POPLATEK MESICNE,931123
1023,4385,23,POPLATEK MESICNE,931123
1024,7449,1,POPLATEK MESICNE,931124
1025,545,54,POPLATEK MESICNE,931124
1026,245,65,POPLATEK MESICNE,931125
1027,688,74,POPLATEK MESICNE,931125
1028,173,66,POPLATEK MESICNE,931126
1029,10904,48,POPLATEK MESICNE,931126
1030,7844,1,POPLATEK MESICNE,931126
1031,6353,26,POPLATEK MESICNE,931126
1032,604,12,POPLATEK MESICNE,931126
1033,6806,1,POPLATEK MESICNE,931126
1034,5927,15,POPLATEK MESICNE,931126
1035,2419,24,POPLATEK MESICNE,931127
1036,1288,11,POPLATEK MESICNE,931127
1037,3003,18,POPLATEK MESICNE,931127
1038,10131,1,POPLATEK MESICNE,931127
1039,1952,70,POPLATEK MESICNE,931128
1040,651,72,POPLATEK MESICNE,931128
1041,2989,4,POPLATEK MESICNE,931128
1042,1499,47,POPLATEK MESICNE,931128
1043,426,1,POPLATEK MESICNE,931129
1044,3570,44,POPLATEK MESICNE,931129
1045,4237,18,POPLATEK MESICNE,931129
1046,2739,59,POPLATEK MESICNE,931129
1047,4526,63,POPLATEK MESICNE,931129
1048,1621,75,POPLATEK MESICNE,931201
1049,344,54,POPLATEK MESICNE,931201
1050,1359,8,POPLATEK MESICNE,931202
1051,290,56,POPLATEK MESICNE,931202
1052,66,48,POPLATEK PO OBRATU,931203
1053,1314,48,POPLATEK MESICNE,931203
1054,3145,4,POPLATEK MESICNE,931203
1055,1204,29,POPLATEK MESICNE,931203
1056,437,43,POPLATEK MESICNE,931203
1057,2063,1,POPLATEK MESICNE,931204
1058,3087,15,POPLATEK MESICNE,931204
1059,2588,5,POPLATEK MESICNE,931204
1060,956,74,POPLATEK MESICNE,931205
1061,597,41,POPLATEK MESICNE,931205
1062,3129,5,POPLATEK MESICNE,931205
1063,884,2,POPLATEK MESICNE,931207
1064,4264,28,POPLATEK MESICNE,931207
1065,3223,1,POPLATEK MESICNE,931207
1066,737,34,POPLATEK MESICNE,931208
1067,2306,38,POPLATEK MESICNE,931208
1068,1673,53,POPLATEK MESICNE,931208
1069,10663,11,POPLATEK MESICNE,931208
1070,3345,22,POPLATEK MESICNE,931208
1071,1970,8,POPLATEK MESICNE,931208
1072,2504,16,POPLATEK MESICNE,931209
1073,358,12,POPLATEK MESICNE,931209
1074,2980,66,POPLATEK MESICNE,931209
1075,3918,53,POPLATEK MESICNE,931209
1076,1680,59,POPLATEK MESICNE,931210
1077,3039,1,POPLATEK MESICNE,931210
1078,3380,64,POPLATEK MESICNE,931210
1079,2128,22,POPLATEK MESICNE,931210
1080,903,47,POPLATEK MESICNE,931210
1081,1762,28,POPLATEK MESICNE,931211
1082,61,70,POPLATEK MESICNE,931211
1083,391,36,POPLATEK MESICNE,931211
1084,2305,1,POPLATEK MESICNE,931211
1085,1588,67,POPLATEK MESICNE,931211
1086,183,43,POPLATEK MESICNE,931212
1087,365,74,POPLATEK MESICNE,931212
1088,2476,32,POPLATEK MESICNE,931212
1089,347,65,POPLATEK MESICNE,931213
1090,1877,76,POPLATEK MESICNE,931213
1091,3196,1,POPLATEK MESICNE,931213
1092,2928,55,POPLATEK MESICNE,931214
1093,1225,4,POPLATEK MESICNE,931214
1094,3825,7,POPLATEK MESICNE,931214
1095,180,55,POPLATEK TYDNE,931214
1096,2813,24,POPLATEK MESICNE,931215
1097,1605,72,POPLATEK MESICNE,931216
1098,1792,7,POPLATEK MESICNE,931216
1099,1604,54,POPLATEK MESICNE,931216
1100,883,1,POPLATEK MESICNE,931217
1101,441,27,POPLATEK TYDNE,931217
1102,3429,73,POPLATEK MESICNE,931217
1103,4514,69,POPLATEK MESICNE,931218
1104,1088,32,POPLATEK MESICNE,931219
1105,3094,56,POPLATEK MESICNE,931220
1106,1768,15,POPLATEK MESICNE,931220
1107,2768,73,POPLATEK MESICNE,931220
1108,2257,57,POPLATEK MESICNE,931221
1109,1882,1,POPLATEK MESICNE,931221
1110,719,30,POPLATEK MESICNE,931221
1111,5092,74,POPLATEK MESICNE,931221
1112,3292,1,POPLATEK MESICNE,931221
1113,3604,75,POPLATEK MESICNE,931222
1114,2733,76,POPLATEK MESICNE,931222
1115,3669,76,POPLATEK MESICNE,931222
1116,1940,52,POPLATEK MESICNE,931222
1117,3056,55,POPLATEK MESICNE,931222
1118,1419,33,POPLATEK MESICNE,931222
1119,2971,76,POPLATEK TYDNE,931223
1120,1959,62,POPLATEK MESICNE,931224
1121,3164,33,POPLATEK MESICNE,931224
1122,3197,1,POPLATEK MESICNE,931225
1123,2770,42,POPLATEK MESICNE,931225
1124,7944,59,POPLATEK MESICNE,931227
1125,1080,55,POPLATEK MESICNE,931227
1126,6148,74,POPLATEK MESICNE,931227
1127,2010,1,POPLATEK MESICNE,931227
1128,3135,72,POPLATEK MESICNE,931227
1129,1098,47,POPLATEK MESICNE,931228
1130,100,41,POPLATEK MESICNE,931228
1131,2913,8,POPLATEK MESICNE,931228
1132,1153,35,POPLATEK MESICNE,931229
1133,1635,19,POPLATEK MESICNE,931229
1134,2842,14,POPLATEK MESICNE,931229
1135,3759,1,POPLATEK MESICNE,931229
1136,3594,29,POPLATEK MESICNE,931230
1137,2778,38,POPLATEK MESICNE,931230
1138,2161,15,POPLATEK TYDNE,931230
1139,2789,14,POPLATEK MESICNE,940101
1140,1552,18,POPLATEK MESICNE,940102
1141,628,72,POPLATEK MESICNE,940103
1142,1458,29,POPLATEK MESICNE,940103
1143,2673,34,POPLATEK MESICNE,940104
1144,1788,1,POPLATEK MESICNE,940104
1145,1193,29,POPLATEK MESICNE,940105
1146,969,19,POPLATEK MESICNE,940108
1147,1512,1,POPLATEK MESICNE,940108
1148,3997,62,POPLATEK MESICNE,940113
1149,2179,1,POPLATEK TYDNE,940114
1150,1164,35,POPLATEK MESICNE,940114
1151,4774,66,POPLATEK MESICNE,940114
1152,4413,74,POPLATEK TYDNE,940115
1153,1824,52,POPLATEK MESICNE,940117
1154,1231,7,POPLATEK MESICNE,940118
1155,2664,58,POPLATEK MESICNE,940120
1156,1627,1,POPLATEK MESICNE,940120
1157,9104,10,POPLATEK MESICNE,940121
1158,2326,70,POPLATEK MESICNE,940124
1159,4356,47,POPLATEK MESICNE,940126
1160,3667,55,POPLATEK MESICNE,940126
1161,742,77,POPLATEK MESICNE,940128
1162,2538,42,POPLATEK MESICNE,940130
1163,127,29,POPLATEK MESICNE,940202
1164,726,76,POPLATEK MESICNE,940203
1165,4907,42,POPLATEK MESICNE,940206
1166,2628,64,POPLATEK PO OBRATU,940206
1167,3898,70,POPLATEK MESICNE,940207
1168,6472,61,POPLATEK MESICNE,940208
1169,1770,65,POPLATEK MESICNE,940208
1170,2472,60,POPLATEK MESICNE,940208
1171,1159,49,POPLATEK MESICNE,940209
1172,4418,66,POPLATEK MESICNE,940209
1173,1470,19,POPLATEK MESICNE,940210
1174,1813,47,POPLATEK MESICNE,940211
1175,4416,14,POPLATEK MESICNE,940212
1176,2315,75,POPLATEK MESICNE,940213
1177,3876,69,POPLATEK MESICNE,940213
1178,4329,1,POPLATEK MESICNE,940217
1179,3184,1,POPLATEK MESICNE,940218
1180,370,25,POPLATEK MESICNE,940218
1181,1317,56,POPLATEK MESICNE,940218
1182,2675,1,POPLATEK MESICNE,940219
1183,3840,76,POPLATEK MESICNE,940219
1184,4009,56,POPLATEK MESICNE,940220
1185,3886,1,POPLATEK MESICNE,940220
1186,3445,1,POPLATEK MESICNE,940222
1187,2482,1,POPLATEK MESICNE,940223
1188,2361,28,POPLATEK MESICNE,940225
1189,974,29,POPLATEK MESICNE,940225
1190,2959,8,POPLATEK MESICNE,940225
1191,1880,76,POPLATEK MESICNE,940225
1192,3355,70,POPLATEK MESICNE,940226
1193,2501,30,POPLATEK MESICNE,940226
1194,1073,73,POPLATEK MESICNE,940227
1195,8558,1,POPLATEK PO OBRATU,940227
1196,3101,1,POPLATEK MESICNE,940227
1197,2568,17,POPLATEK MESICNE,940302
1198,1169,49,POPLATEK PO OBRATU,940302
1199,3684,23,POPLATEK MESICNE,940304
1200,1406,50,POPLATEK MESICNE,940304
1201,71,1,POPLATEK MESICNE,940305
1202,3528,10,POPLATEK MESICNE,940305
1203,3405,36,POPLATEK MESICNE,940307
1204,6118,1,POPLATEK TYDNE,940307
1205,2382,59,POPLATEK MESICNE,940308
1206,1570,1,POPLATEK MESICNE,940312
1207,1511,51,POPLATEK PO OBRATU,940313
1208,1237,9,POPLATEK MESICNE,940313
1209,3307,30,POPLATEK MESICNE,940313
1210,3378,55,POPLATEK MESICNE,940314
1211,989,19,POPLATEK MESICNE,940314
1212,3253,71,POPLATEK PO OBRATU,940315
1213,1626,3,POPLATEK MESICNE,940315
1214,289,1,POPLATEK MESICNE,940317
1215,1987,54,POPLATEK MESICNE,940317
1216,817,5,POPLATEK MESICNE,940318
1217,2228,34,POPLATEK MESICNE,940319
1218,904,1,POPLATEK MESICNE,940320
1219,3824,41,POPLATEK MESICNE,940320
1220,3599,63,POPLATEK MESICNE,940320
1221,22,1,POPLATEK MESICNE,940323
1222,470,64,POPLATEK MESICNE,940323
1223,1273,37,POPLATEK MESICNE,940325
1224,237,50,POPLATEK MESICNE,940325
1225,59,43,POPLATEK MESICNE,940327
1226,572,32,POPLATEK MESICNE,940327
1227,1269,52,POPLATEK MESICNE,940328
1228,855,1,POPLATEK MESICNE,940328
1229,3183,45,POPLATEK MESICNE,940401
1230,1969,5,POPLATEK MESICNE,940402
1231,2799,54,POPLATEK TYDNE,940403
1232,1042,43,POPLATEK MESICNE,940403
1233,1158,50,POPLATEK MESICNE,940403
1234,2713,26,POPLATEK MESICNE,940403
1235,740,28,POPLATEK MESICNE,940404
1236,493,26,POPLATEK MESICNE,940405
1237,2067,76,POPLATEK MESICNE,940407
1238,3804,7,POPLATEK MESICNE,940407
1239,4259,66,POPLATEK MESICNE,940408
1240,2886,1,POPLATEK MESICNE,940408
1241,761,43,POPLATEK MESICNE,940409
1242,1918,24,POPLATEK MESICNE,940410
1243,3036,10,POPLATEK MESICNE,940410
1244,3259,1,POPLATEK MESICNE,940411
1245,4408,71,POPLATEK TYDNE,940411
1246,2009,17,POPLATEK MESICNE,940414
1247,1194,1,POPLATEK MESICNE,940415
1248,3718,63,POPLATEK MESICNE,940416
1249,3201,4,POPLATEK MESICNE,940417
1250,460,1,POPLATEK MESICNE,940418
1251,784,59,POPLATEK MESICNE,940419
1252,3714,2,POPLATEK TYDNE,940421
1253,2154,63,POPLATEK MESICNE,940421
1254,1256,38,POPLATEK MESICNE,940421
1255,1353,51,POPLATEK MESICNE,940421
1256,1820,10,POPLATEK MESICNE,940422
1257,2494,74,POPLATEK MESICNE,940423
1258,2399,1,POPLATEK MESICNE,940426
1259,343,18,POPLATEK MESICNE,940426
1260,575,38,POPLATEK MESICNE,940426
1261,900,48,POPLATEK MESICNE,940426
1262,1467,37,POPLATEK MESICNE,940427
1263,31,68,POPLATEK MESICNE,940427
1264,1375,19,POPLATEK MESICNE,940427
1265,1371,1,POPLATEK MESICNE,940427
1266,844,53,POPLATEK MESICNE,940428
1267,908,62,POPLATEK MESICNE,940429
